accel_magnitude_mean,accel_magnitude_std,accel_magnitude_max,hr_mean,hr_std,hr_delta,step_count,movement_continuity,gps_drift_rate,label
9.832639206832914,0.28678374877107776,10.366509820015319,78.34194419491799,3.096590346093075,2.243940702533223,18,0.4,59.937740217812674,2
9.195861368165444,1.082667170420072,14.054883917802261,85.11159723813714,6.384645951662237,6.938048914333891,14,0.4666666666666667,5.2548866703376405,1
9.928994964078163,0.6680924733598377,11.480483951532515,97.0864404595721,2.8155785366382373,0.6621454539554463,103,0.9666666666666667,328.5196229315829,0
9.677732171843735,0.5938939725965328,11.561539070432064,78.00374293767348,3.915488859905753,3.383448929649674,15,0.5,10.440467248062468,1
7.906788354771202,4.854738807455223,28.9798559678299,86.07856673938832,9.614042101416644,20.757938236470522,40,0.5333333333333333,180.49354576335406,1
10.015067580907042,0.1762450959567646,10.319145494853226,81.27166032027122,3.3257228880127525,1.544623794338051,65,0.8666666666666667,189.9460479995542,2
9.853611821891944,0.3078762222847042,11.405949678747977,85.02043567912037,2.671842521916049,0.210660808389747,1,0.03333333333333333,8.28668487737032,0
9.828324418942142,0.13974642714080074,10.045684020689112,91.21902056449481,2.561829904824867,5.741826808396027,31,0.5,121.52704053809272,2
10.037549381228484,0.6904318121681594,11.263279342118686,101.48202289919166,2.870462955267255,1.5981673351265187,81,1.0,644.12780865717,2
9.811618132576731,0.08740981011538226,10.040541564513058,72.9621217271653,1.5419245837084212,-0.3007481475800944,3,0.1,7.046313579422227,0
7.657304516869945,0.971596409701302,10.292249476276028,78.0421844013786,5.063733546240979,8.669684959521675,2,0.06666666666666667,7.684975532939947,1
9.827282066124605,0.25539705220691095,10.320792258765398,85.41171461574089,3.52015444255019,3.6878396969675578,43,0.8666666666666667,215.0279498296848,2
9.846355796666911,0.5940415669208903,10.938052800675017,93.49012801454873,3.4677404596920636,5.840800406681183,100,1.0,825.3074035027705,2
9.892064843712678,0.3332381057625818,10.628632560530892,80.33607479908544,3.989370516380443,2.7986499516623127,52,0.7666666666666667,92.38025438594838,2
