accel_mean,accel_std,accel_max,hr_mean,hr_std,hr_delta,step_count,movement_continuity,gps_drift_rate,label
0.9334048856182475,0.11002432449929526,1.4213778352533408,71.15241807661721,1.7754160330926096,1.8490483290375845,2,0.12285294937866836,0.0,normal
1.5494532149959632,3.0018066637002776,18.711975524306425,88.24110219228213,12.691157320408362,21.856734361621434,3,0.01769484070352814,0.0,fall
1.973320969284534,0.9110211989016614,3.675029293540736,86.35698896662497,5.825221423624781,14.107777246771947,45,0.9250919677835406,1.4538118129500934,wandering
3.4719766272512835,2.3586378592878017,8.764566893293075,112.60627806402951,16.782207594504087,21.309201797030916,7,0.6889161436294755,0.37067882350730247,distress
1.0353859553597389,0.10777858372262804,1.3699144571858253,75.58106897832215,1.6000563958066496,-0.7718153986240353,1,0.1505427375684505,0.0,normal
2.4207121856324614,4.842129316565421,21.999725430086606,97.69248471587227,6.005075156513268,31.847993020288627,2,0.052070285727920995,0.0,fall
1.9180963451054645,1.0397116658386367,3.0049433206881875,84.7349509607429,2.7672271595469695,7.132306288947995,44,0.9261126260590926,1.3742636611321444,wandering
3.027041115300541,4.711628618625266,5.380741147967104,108.89454733644357,16.65292330285152,19.326038897642707,17,0.6211736611651539,0.3669419780312899,distress
0.9963159001788993,0.2480871221852044,1.4198639996013698,73.23277642605983,1.0673634167487955,-0.9653684123189756,2,0.16961765091439646,0.0,normal
1.8636615660954228,5.744820205712994,20.830193551786905,85.728235760789,10.06192493163492,24.059616926862926,4,0.009503397892047917,0.0,fall
1.3045526523064086,1.028469706100087,3.110565516993042,91.29465392081164,5.51416729377703,9.63314697732239,52,0.9849119797614281,1.1763593195957758,wandering
3.6628777438026514,4.139802703314803,7.895205708811595,126.96583912927406,20.23753286559081,39.601797801068955,10,0.5219826042762189,0.4049800223790441,distress
0.9268845348784595,0.18590530928868437,1.4885216683845255,76.61063682874864,1.5263249535023635,1.4767876077555435,5,0.0038659215475971512,0.0,normal
1.794230837684934,4.152511523677111,16.59621701690625,85.37187061844233,7.997610446998823,34.62945130011177,2,0.09080719695366034,0.0,fall
1.4784788964865914,0.8463167485305447,3.5711515286807156,84.17946165329083,5.281771921138393,11.641124348505654,57,0.9620369651187326,1.4521814855048008,wandering
2.980945215850655,2.9021942501880287,5.399142613037532,118.46442812354903,22.85888033737604,39.293831938694176,7,0.3492687224049554,0.38370835314692014,distress
0.9641461830810457,0.17382360367311106,1.047663739351657,71.71615908627442,2.177052749650537,-1.254772566677894,6,0.15885727352709608,0.0,normal
2.5429181688495675,5.368325548316305,24.354396866520084,92.59345903640008,6.480272340985712,25.51054480620327,2,0.04909727699531335,0.0,fall
1.3250216273649764,0.9627861396730703,2.484728342456306,84.34354402655843,4.509824061230231,11.78055578810092,52,0.898145241419377,1.1911240177882458,wandering
2.2718116347542665,4.628397867826328,5.932326088477117,111.01406314295674,24.389257237589877,24.7702380373507,13,0.5260480444679576,0.40377391131065576,distress
0.9643697539281884,0.11871548712893963,1.1083176068489606,74.22166281673572,2.5170873901153517,0.592912721714375,6,0.1655579789481354,0.0,normal
2.950585420403674,4.068589344990789,18.797186791428285,85.59093334050253,9.127419153753888,26.899394019523,2,0.06889444402207193,0.0,fall
1.620121066120415,0.9548728258400035,2.304342246997309,94.3782611736153,2.869445570996704,7.0694719802922235,37,0.8145948731857215,1.4293168518874284,wandering
2.505951690948387,2.2940455295732978,8.206126396313614,110.18580671830294,23.15976770545769,33.95798336539649,10,0.46163011878026217,0.0893743926704691,distress
1.0222721107022388,0.2794515866651957,1.2249841955249448,70.4244031479995,2.2000933319474507,0.41171255272221297,8,0.025222819251054254,0.0,normal
2.8372445215034006,3.481938730166791,18.682544252353665,93.28708443843956,12.662655063411776,20.896275054496215,3,0.05280354914257684,0.0,fall
1.3536231073582612,1.258626279924424,2.2180733089767415,81.3985431518947,2.6323245694848225,8.840957780638472,57,0.8299618401732313,1.0388741598911713,wandering
2.506492110846109,4.2071556982532865,6.9820227700489825,107.80761382857376,19.44054139206996,38.832589627851846,12,0.5475413239969105,0.48940507700930147,distress
1.0214630999689864,0.21271876342979196,1.2022826824881894,74.56897958884323,1.2855679265023814,-0.7069215833917495,1,0.10727325656002407,0.0,normal
2.5156610554080254,5.750901604316927,22.88223916071736,100.87692249346759,10.66625287223684,32.08362512986497,4,0.0874314069402989,0.0,fall
1.4637048284481304,1.0294084914748756,2.5695571720625257,92.9059392508201,5.804318382932313,6.044520631346271,44,0.8389689945899317,1.3975226712809505,wandering
2.33665625908698,4.621193763457594,5.576289748839949,126.78687099441284,10.039639238404282,18.674605596697944,5,0.6242510753613533,0.22856092943364925,distress
1.0567926273916324,0.2710096219061181,1.2466044605484234,68.45147477690712,1.6439654598686158,-0.021126376738614727,7,0.05015984724994558,0.0,normal
2.446577896840424,4.118296280741982,22.31903891823314,96.34143590331959,7.660461596353531,33.03177375363996,3,0.05293024486967626,0.0,fall
1.6541756573102018,1.032457184035145,3.598136337398671,94.3113054487864,3.6711579318344483,6.021838756869108,51,0.9155464606924237,1.007136962323105,wandering
2.1409901977118633,2.6176665326062007,7.340577230009695,123.43294326227289,24.457341925360595,22.952145621441804,15,0.4639176123135651,0.0036154195672996603,distress
1.0116737322837903,0.18086263204063097,1.1483520647926837,73.8624030912257,1.3966234593960924,0.50252982405586,1,0.05774485856751528,0.0,normal
2.8199604836745378,5.400387160231571,22.89471630440504,98.3022010137838,8.479551478121294,29.39387330037372,2,0.06787328364590504,0.0,fall
1.84426468695974,0.8735660856804899,3.971640410556378,89.3739085076729,3.41373281395903,14.19883768969065,57,0.8521086730035047,1.439162753192669,wandering
2.634595207004844,3.343339510703352,7.728924298851653,106.25467198235972,19.852712422595843,26.16019404362774,15,0.6632286682876514,0.35536804022895835,distress
0.9588755067569144,0.13710565332916452,1.010748611713078,70.75384401025312,1.0557137886196706,-0.308295057252141,9,0.037366449984123994,0.0,normal
2.6567293859490855,3.9239934757462933,15.05423974109681,86.82031030975554,10.674320486326598,25.315683082976065,2,0.09404574616438222,0.0,fall
1.701541113600061,1.1085526476143994,2.5915065886987607,92.26561331913626,4.637544377339532,12.944763259985567,49,0.9388551070389869,1.244160915323979,wandering
3.1591903921179316,2.5567555925993064,8.157636132621624,124.05350384394396,13.737788113463631,39.99160638510673,15,0.3296814052818367,0.23224813945865264,distress
